country,user_id,updated_date,created_date,level_id,affluence_id,unique_id,name,latitude,longitude,category,radius,geohash,afluence
BD,admin,20/11/20,28/10/20,,AFF000,,Swarupkathi Dak Banglo স্বরূপকাঠি ডাক বাংলো,22.7460489,90.0981323,Hotel & Resort,200,wh016hz,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Sohel Resort,37.7813139,-122.4194583,Hotel & Resort,200,9q8yymb,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Circuit House Pirojpur,22.5841051,89.9720133,Hotel & Resort,200,tupbrr7,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Royal Palace,29.0938245,-110.9991,Hotel & Resort,200,9t1jd0k,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Relax,38.9981316,-95.6875987,Hotel & Resort,200,9ygvye6,High
BD,admin,20/11/20,28/10/20,,AFF000,,Debi,34.7555591,-92.2954268,Hotel & Resort,200,9ynmez0,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Swarupkathi Dak Banglo স্বরূপকাঠি ডাক বাংলো,22.7460489,90.0981323,Hotel & Resort,200,wh016hz,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Al Amin,3.1488127,101.6968039,Hotel & Resort,200,w283fjj,High
BD,admin,20/11/20,28/10/20,,AFF000,,Rupsha Resort & Restaurant,36.5938653,-93.3955055,Hotel & Resort,200,9yt84tx,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Sundarban Eco Resort Ltd,22.4393381,89.5839587,Hotel & Resort,200,tgzxwsc,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Tungipara Resort Hotel.,22.897758,89.8935797,Hotel & Resort,200,tupfm86,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Rodela,22.7020784,90.3749142,Hotel & Resort,200,wh030sc,High
BD,admin,20/11/20,28/10/20,,AFF000,,মুনতাহ ভিলা,22.4595156,89.9262729,Hotel & Resort,200,tgzzy2d,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Grand Park Barisal,22.6912122,90.368738,Hotel & Resort,200,wh0306u,Ultra High
BD,admin,20/11/20,28/10/20,,AFF000,,Rainbow Eco Resort,22.476404,89.5810097,Hotel & Resort,200,tgzxy7w,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Panchayat Resort,36.1019132,-115.1688204,Hotel & Resort,200,9qqj7k0,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Charu Residential,22.6909366,90.3688493,Hotel & Resort,200,wh0306u,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Sundarbans Resort,22.1050758,88.7642856,Hotel & Resort,200,tgzjgbh,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Mohaiminul BN,22.5177482,90.1734018,Hotel & Resort,200,wh005gn,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Sikder Hotel,21.8155954,90.1384868,Hotel & Resort,200,w5bh55k,Low
BD,admin,20/11/20,28/10/20,,AFF000,,"Sawpnorajjo Park and Resort, Kuakata",21.8308804,90.0953016,Hotel & Resort,200,w5bh4nj,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Md.Sabbir,42.9560593,-82.4334645,Hotel & Resort,200,dptkk5v,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Shaikat Residential,23.9737353,91.1132797,Hotel & Resort,200,wh2b3k6,Low
BD,admin,20/11/20,28/10/20,,AFF000,,RJ Tower Hotel And Resort,24.0390512,91.0032726,Hotel & Resort,200,wh28yb4,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Grand A. Malek,23.9742969,91.1118947,Hotel & Resort,200,wh2b3k3,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,অবকাশ,23.7617072,91.1214216,Hotel & Resort,200,wh0z1t8,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Chandrima Residential Hotel,23.9673065,91.1094152,Hotel & Resort,200,wh2b35p,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,ক্যাফে আব্দুল্লাহ হোটেল এন্ড রেষ্টুরেন্ট,23.9731471,91.1112234,Hotel & Resort,200,wh2b3k1,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Cafe Abdullah Hotel & Restaurant,23.9731823,91.111138,Hotel & Resort,200,wh2b3k1,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Brahmanbaria Agro Resort,23.9839434,91.1543374,Hotel & Resort,200,wh2b6q0,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Noumi,-22.904142,-47.0524905,Hotel & Resort,200,6gyt9q3,High
BD,admin,20/11/20,28/10/20,,AFF000,,Al Helal Kari Hotel & Kari Chinese Restaurant,23.9742154,91.1126327,Hotel & Resort,200,wh2b3k6,High
BD,admin,20/11/20,28/10/20,,AFF000,,Capital O 45971 Green Touch Resort,0,0,Hotel & Resort,,,High
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Ujanvati & Resort,24.0368372,91.0102517,Hotel & Resort,200,wh28wzz,High
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Sonar Tori,23.8319444,91.2691667,Hotel & Resort,200,wh0zsfk,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Shyamali Tourist Resort,30.2967706,-97.7058523,Hotel & Resort,200,9v6s2ek,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,SPOT ON 47849 Hotel Highland,0,0,Hotel & Resort,,,Low
BD,admin,20/11/20,28/10/20,,AFF000,,SPOT ON 37877 Hotel Sonar Bangla,23.8818312,91.2676482,Hotel & Resort,200,wh0zuge,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Welcome Palace,23.829498,91.2794363,Hotel & Resort,200,wh0zt45,High
BD,admin,20/11/20,28/10/20,,AFF000,,OYO 30386 Hotel Gloria Inn,0,0,Hotel & Resort,,,High
BD,admin,20/11/20,28/10/20,,AFF000,,OYO 28627 Royal Guest House,0,0,Hotel & Resort,,,High
BD,admin,20/11/20,28/10/20,,AFF000,,Jalalpur Eco Resort,24.2233486,90.8087742,Hotel & Resort,200,wh29f3s,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Gazi Hotel Chadpur,23.228664,90.6591623,Hotel & Resort,200,wh0knux,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Grand Hilsha,23.2226777,90.6533046,Hotel & Resort,200,wh0knge,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Rajanigandha,22.65055,86.409637,Hotel & Resort,200,tuj2y73,High
BD,admin,20/11/20,28/10/20,,AFF000,,Chandpur Circuit House,23.2345613,90.6743291,Hotel & Resort,200,wh0kpme,Ultra High
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Prince,32.6316074,-115.4666825,Hotel & Resort,200,9mvcskr,High
BD,admin,20/11/20,28/10/20,,AFF000,,Sopno Villa,23.2312388,90.6982222,Hotel & Resort,200,wh0kpvh,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Resos sentar,37.7257943,-89.8912183,Hotel & Resort,200,dn8nd7z,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Sagor Inn Residential Hotel,27.961949,-82.7933225,Hotel & Resort,200,dhvp5fr,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Chandpur Hotel,23.228664,90.6591623,Hotel & Resort,200,wh0knux,High
BD,admin,20/11/20,28/10/20,,AFF000,,Chandpur Road Division Inspection Banglaow (IB),23.2332873,90.666972,Hotel & Resort,200,wh0kpjm,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Green Valley House,39.780364,-104.732483,Hotel & Resort,200,9xjd2cb,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Chandpur Govt Women College Hostel,23.2273646,90.6578279,Hotel & Resort,200,wh0knur,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Sonargaon Royal Resort,23.6444799,90.5984384,Hotel & Resort,200,wh0qt87,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Patwary Resort,39.4889071,-119.7936863,Hotel & Resort,200,9r4bdh8,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Meghna Shorobor Resort,23.4890688,90.6569994,Hotel & Resort,200,wh0mwun,Ultra High
BD,admin,20/11/20,28/10/20,,AFF000,,Dhaka Hotel,23.793223,90.4146008,Hotel & Resort,200,wh0r37m,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Gojaria Resort,23.560452,90.5856859,Hotel & Resort,200,wh0qj34,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Asia Hotel and Restaurant,29.8475145,-90.0589125,Hotel & Resort,200,9vrcy9t,High
BD,admin,20/11/20,28/10/20,,AFF000,,Fazlul Haque complex,23.5547107,91.0632927,Hotel & Resort,200,wh0y00n,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Asia Hotel & Resorts,27.7225497,-82.7408437,Hotel & Resort,200,dhvjtnt,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Ali,31.6245842,-7.9898893,Hotel & Resort,200,evd7fjj,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Radix Hotel,23.0084891,91.4000756,Hotel & Resort,200,wh0fzue,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Gold Star Residential,36.6442252,-93.2344467,Hotel & Resort,200,9yt8qqu,High
BD,admin,20/11/20,28/10/20,,AFF000,,"Best Inn Hotel, Restaurant, Convention",23.0093006,91.3953974,Hotel & Resort,200,wh0fzu8,Ultra High
BD,admin,20/11/20,28/10/20,,AFF000,,Feni hotel,23.0093006,91.3953974,Hotel & Resort,200,wh0fzu8,Low
BD,admin,20/11/20,28/10/20,,AFF000,,"Shonapur Agro Fisheries, Feni",23.0159969,91.4241873,Hotel & Resort,200,wh14bmv,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Taspiya,23.0091778,91.3960697,Hotel & Resort,200,wh0fzu8,High
BD,admin,20/11/20,28/10/20,,AFF000,,Shamser Gazir Bansher Kella Resort,22.9654266,91.5713083,Hotel & Resort,200,wh14eu8,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Midnight.,-35.2728983,149.1308508,Hotel & Resort,200,r3dp3dc,High
BD,admin,20/11/20,28/10/20,,AFF000,,Vita World Resort,23.1461213,91.3274721,Hotel & Resort,200,wh0gwjw,High
BD,admin,20/11/20,28/10/20,,AFF000,,Royal Guest House,29.9631764,-90.0607914,Hotel & Resort,200,9vrfqwe,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Asif Hotel,36.174626,-94.182119,Hotel & Resort,200,9ymjbc6,Low
BD,admin,20/11/20,28/10/20,,AFF000,,"Girls Hostel, (Feni polytecnic)",23.0320575,91.4106716,Hotel & Resort,200,wh1500g,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Windmill Agro Resort,22.8379514,91.4482389,Hotel & Resort,200,wh11bvw,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Feni Circuit House,23.0050335,91.3795544,Hotel & Resort,200,wh0fz7u,Ultra High
BD,admin,20/11/20,28/10/20,,AFF000,,Off-beat Resort Limited,23.2458953,91.3113008,Hotel & Resort,200,wh0ujzf,High
BD,admin,20/11/20,28/10/20,,AFF000,,resort at feni,33.554825,-111.899636,Hotel & Resort,200,9tbqvsm,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Borno Resorts,43.0855134,-79.0571878,Hotel & Resort,200,dpxv152,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Valentino,32.1013058,-116.6205872,Hotel & Resort,200,9mtnd5z,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel star view,28.640561,77.2106939,Hotel & Resort,200,ttnfuvz,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Borno Resorts,43.0855134,-79.0571878,Hotel & Resort,200,dpxv152,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Giri Thebar Resort,23.1186236,91.9885626,Hotel & Resort,200,wh17t28,Ultra High
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Aronnyo Bilas,23.110213,91.9811979,Hotel & Resort,200,wh17mp4,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Ecochari inn,23.1207117,91.9848809,Hotel & Resort,200,wh17t0v,High
BD,admin,20/11/20,28/10/20,,AFF000,,"পর্যটন মোটেল,খাগড়াছড়ি",23.1036111,91.9675,Hotel & Resort,200,wh17kvb,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,HOTEL HILL TOUCH (হোটেল হিল টাচ্),27.3304895,88.6149157,Hotel & Resort,200,tuz52rr,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Khagrachari Guest House,23.1126251,91.9808586,Hotel & Resort,200,wh17mpd,High
BD,admin,20/11/20,28/10/20,,AFF000,,Khagrachari Circuit House,23.1153507,91.9799879,Hotel & Resort,200,wh17t01,Ultra High
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Gairing,23.1077,91.9871722,Hotel & Resort,200,wh17mnx,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Noor (Residential),38.314069,-111.388372,Hotel & Resort,200,9wbccqc,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Four Star Hotel,45.8542646,-84.7585129,Hotel & Resort,200,f05sz78,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hill Queen Guest House,38.7053522,-91.447358,Hotel & Resort,200,9yyupn4,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Hill-top,36.1531026,-94.143209,Hotel & Resort,200,9ymj9tr,High
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Hill Paradise,31.6418891,76.9448391,Hotel & Resort,200,ttwsnbj,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Khagrachari Hill District Council Guest House,23.1139816,91.9932729,Hotel & Resort,200,wh17mrg,Ultra High
BD,admin,20/11/20,28/10/20,,AFF000,,Chittagong Hill Tracts Development Board Rest House,23.1115794,91.9937244,Hotel & Resort,200,wh17mr7,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Green Star (Residential),33.1141579,-96.8289029,Hotel & Resort,200,9vghks5,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Khagrachari Poura Guest House,23.1073048,91.9821072,Hotel & Resort,200,wh17mne,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,GangChill Hotel (গাংচিল আবাসিক হোটেল ),23.7292063,90.424767,Hotel & Resort,200,wh0qcxv,High
BD,admin,20/11/20,28/10/20,,AFF000,,খাগড়াছড়ি পৌর গেস্ট হাউজ,23.1073028,91.9821091,Hotel & Resort,200,wh17mne,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Ab-E-Hayat,40.7653506,-73.9790811,Hotel & Resort,200,dr5rut4,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Sonar Bangla Guest House,22.4908294,88.402194,Hotel & Resort,200,tgyzgwk,High
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Rose,45.5173366,-122.6733739,Hotel & Resort,200,c20fbqp,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Mahmuds Resort,21.0897025,-86.7708881,Hotel & Resort,200,d5drcrr,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Nur,4.395491,113.9857272,Hotel & Resort,200,w8c11b1,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Lakshmipur Circuit House,22.9416811,90.8386597,Hotel & Resort,200,wh0de06,Ultra High
BD,admin,20/11/20,28/10/20,,AFF000,,Rahmania Garden,9.4201633,78.3821588,Hotel & Resort,200,t9xtxdu,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Mohammodia Hotel & Chinese,23.0985781,90.8609653,Hotel & Resort,200,wh0e7sf,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Baccu Miah Bari,41.1171432,16.8718715,Hotel & Resort,200,sr7czvj,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Patwary Resort,39.4889071,-119.7936863,Hotel & Resort,200,9r4bdh8,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Police Super Banglo Lakshmipur,22.932624,90.834529,Hotel & Resort,200,wh0d6yz,Low
BD,admin,20/11/20,28/10/20,,AFF000,,shubarnochar eko resort,22.6497588,91.0785411,Hotel & Resort,200,wh0bbe3,Low
BD,admin,20/11/20,28/10/20,,AFF000,,SALEHA GARDEN,23.7792173,90.4131205,Hotel & Resort,200,wh0r32u,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Tetulia river Hotel and Resort,29.735906,-98.104178,Hotel & Resort,200,9v61pt6,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Grand Hilsha,23.2226777,90.6533046,Hotel & Resort,200,wh0knge,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,NR Guest House International,31.8236042,-106.428043,Hotel & Resort,200,9tsm41m,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel sayem inn,36.1171309,-115.2085006,Hotel & Resort,200,9qqj6qg,Low
BD,admin,20/11/20,28/10/20,,AFF000,,River Front Resort,38.057775,-91.219551,Hotel & Resort,200,9yz0s0p,Low
BD,admin,20/11/20,28/10/20,,AFF000,,The Dhonia River View,22.7206719,90.6594281,Hotel & Resort,200,wh03r00,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Sharos Resort,36.3297342,-83.7496565,Hotel & Resort,200,dnkqwjx,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Park Palace,29.903979,-95.5459204,Hotel & Resort,200,9vk41gc,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Raffles Inn Hotel,33.7977129,-117.9148161,Hotel & Resort,200,9qh0kb9,High
BD,admin,20/11/20,28/10/20,,AFF000,,Luxury Hotel,41.8911003,-87.6252649,Hotel & Resort,200,dp3wq41,High
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Rajsthan,26.9007497,75.8211013,Hotel & Resort,200,tsvcj35,High
BD,admin,20/11/20,28/10/20,,AFF000,,Afsana Banglo,23.5849388,89.8006958,Hotel & Resort,200,tupy5mw,Ultra High
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Jhil View,43.4769875,-73.6893254,Hotel & Resort,200,drex74t,Low
BD,admin,20/11/20,28/10/20,,AFF000,,হোটেল হোয়াইট হাউস,38.8968125,-77.0322812,Hotel & Resort,200,dqcjr0f,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel Jonaki,26.3298006,89.4505802,Hotel & Resort,200,tuxtg3p,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel J K International,26.1221969,85.3651529,Hotel & Resort,200,tusswe3,High
BD,admin,20/11/20,28/10/20,,AFF000,,Mir Edge,39.8300732,-75.8699394,Hotel & Resort,200,dr449dc,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Padma Riverview Hotel & Resort,23.7913493,89.8112617,Hotel & Resort,200,tupz7en,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel 71 & Resort,46.8146409,-71.202996,Hotel & Resort,200,f2m67dr,Low
BD,admin,20/11/20,28/10/20,,AFF000,,Hotel 71 & Resort,46.8146409,-71.202996,Hotel & Resort,200,f2m67dr,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,FARS Hotel & Resorts,23.7317486,90.4098029,Hotel & Resort,200,wh0r124,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Asia Hotel & Resorts,27.7225497,-82.7408437,Hotel & Resort,200,dhvjtnt,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Arunima Resort Golf Club,23.0746568,89.7139289,Hotel & Resort,200,tupg32x,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Shah Marine Resort,23.7791191,90.2356337,Hotel & Resort,200,wh0pm2g,High
BD,admin,20/11/20,28/10/20,,AFF000,,Insignia - Hotels & Resorts,31.9842052,-102.1557823,Hotel & Resort,200,9txmgqs,Mid
BD,admin,20/11/20,28/10/20,,AFF000,,Quantum Hotel & Resort,23.8852246,90.3889552,Hotel & Resort,200,wh0rbu5,High
