,country,user_id,updated_date,created_date,level_id,affluence_id,unique_id,name,latitude,longitude,radius,geohash,afluence,category
33104,BD,admin,8/2/21,8/2/21,,,,Panchayat Resort,36.1019132,-115.1688204,200,9qqj7k0,Low,Hotel & Resort
33105,BD,admin,8/2/21,8/2/21,,,,Hotel Charu Residential,22.6909366,90.3688493,200,wh0306u,Mid,Hotel & Resort
33106,BD,admin,8/2/21,8/2/21,,,,Sundarbans Resort,22.1050758,88.7642856,200,tgzjgbh,Mid,Hotel & Resort
33107,BD,admin,8/2/21,8/2/21,,,,Mohaiminul BN,22.5177482,90.1734018,200,wh005gn,Low,Hotel & Resort
33108,BD,admin,8/2/21,8/2/21,,,,Md.Sabbir,42.9560593,-82.4334645,200,dptkk5v,Low,Hotel & Resort
33109,BD,admin,8/2/21,8/2/21,,,,Hotel Shaikat Residential,23.9737353,91.1132797,200,wh2b3k6,Low,Hotel & Resort
33110,BD,admin,8/2/21,8/2/21,,,,Grand A. Malek,23.9742969,91.1118947,200,wh2b3k3,Mid,Hotel & Resort
33111,BD,admin,8/2/21,8/2/21,,,,অবকাশ,23.7617072,91.1214216,200,wh0z1t8,Low,Hotel & Resort
33112,BD,admin,8/2/21,8/2/21,,,,ক্যাফে আব্দুল্লাহ হোটেল এন্ড রেষ্টুরেন্ট,23.9731471,91.1112234,200,wh2b3k1,Low,Hotel & Resort
33113,BD,admin,8/2/21,8/2/21,,,,Cafe Abdullah Hotel & Restaurant,23.9731823,91.111138,200,wh2b3k1,Mid,Hotel & Resort
33114,BD,admin,8/2/21,8/2/21,,,,Brahmanbaria Agro Resort,23.9839434,91.1543374,200,wh2b6q0,Low,Hotel & Resort
33115,BD,admin,8/2/21,8/2/21,,,,Hotel Noumi,-22.904142,-47.0524905,200,6gyt9q3,High,Hotel & Resort
33116,BD,admin,8/2/21,8/2/21,,,,Al Helal Kari Hotel & Kari Chinese Restaurant,23.9742154,91.1126327,200,wh2b3k6,High,Hotel & Resort
33117,BD,admin,8/2/21,8/2/21,,,,Capital O 45971 Green Touch Resort,0,0,,,High,Hotel & Resort
33118,BD,admin,8/2/21,8/2/21,,,,Hotel Ujanvati & Resort,24.0368372,91.0102517,200,wh28wzz,High,Hotel & Resort
33119,BD,admin,8/2/21,8/2/21,,,,Hotel Sonar Tori,23.8319444,91.2691667,200,wh0zsfk,Mid,Hotel & Resort
33120,BD,admin,8/2/21,8/2/21,,,,Shyamali Tourist Resort,30.2967706,-97.7058523,200,9v6s2ek,Mid,Hotel & Resort
33121,BD,admin,8/2/21,8/2/21,,,,SPOT ON 47849 Hotel Highland,0,0,,,Low,Hotel & Resort
33122,BD,admin,8/2/21,8/2/21,,,,SPOT ON 37877 Hotel Sonar Bangla,23.8818312,91.2676482,200,wh0zuge,Mid,Hotel & Resort
33123,BD,admin,8/2/21,8/2/21,,,,Hotel Welcome Palace,23.829498,91.2794363,200,wh0zt45,High,Hotel & Resort
33124,BD,admin,8/2/21,8/2/21,,,,OYO 30386 Hotel Gloria Inn,0,0,,,High,Hotel & Resort
33125,BD,admin,8/2/21,8/2/21,,,,OYO 28627 Royal Guest House,0,0,,,High,Hotel & Resort
33126,BD,admin,8/2/21,8/2/21,,,,Jalalpur Eco Resort,24.2233486,90.8087742,200,wh29f3s,Mid,Hotel & Resort
33127,BD,admin,8/2/21,8/2/21,,,,Gazi Hotel Chadpur,23.228664,90.6591623,200,wh0knux,Mid,Hotel & Resort
33128,BD,admin,8/2/21,8/2/21,,,,Hotel Grand Hilsha,23.2226777,90.6533046,200,wh0knge,Mid,Hotel & Resort
33129,BD,admin,8/2/21,8/2/21,,,,Hotel Rajanigandha,22.65055,86.409637,200,tuj2y73,High,Hotel & Resort
33130,BD,admin,8/2/21,8/2/21,,,,Chandpur Circuit House,23.2345613,90.6743291,200,wh0kpme,Ultra High,Hotel & Resort
33131,BD,admin,8/2/21,8/2/21,,,,Hotel Prince,32.6316074,-115.4666825,200,9mvcskr,High,Hotel & Resort
33132,BD,admin,8/2/21,8/2/21,,,,Sopno Villa,23.2312388,90.6982222,200,wh0kpvh,Low,Hotel & Resort
33133,BD,admin,8/2/21,8/2/21,,,,Resos sentar,37.7257943,-89.8912183,200,dn8nd7z,Low,Hotel & Resort
33134,BD,admin,8/2/21,8/2/21,,,,Sagor Inn Residential Hotel,27.961949,-82.7933225,200,dhvp5fr,Low,Hotel & Resort
33135,BD,admin,8/2/21,8/2/21,,,,Chandpur Hotel,23.228664,90.6591623,200,wh0knux,High,Hotel & Resort
33136,BD,admin,8/2/21,8/2/21,,,,Chandpur Road Division Inspection Banglaow (IB),23.2332873,90.666972,200,wh0kpjm,Low,Hotel & Resort
33137,BD,admin,8/2/21,8/2/21,,,,Green Valley House,39.780364,-104.732483,200,9xjd2cb,Low,Hotel & Resort
33138,BD,admin,8/2/21,8/2/21,,,,Chandpur Govt Women College Hostel,23.2273646,90.6578279,200,wh0knur,Low,Hotel & Resort
33139,BD,admin,8/2/21,8/2/21,,,,Sonargaon Royal Resort,23.6444799,90.5984384,200,wh0qt87,Mid,Hotel & Resort
33140,BD,admin,8/2/21,8/2/21,,,,Patwary Resort,39.4889071,-119.7936863,200,9r4bdh8,Low,Hotel & Resort
33141,BD,admin,8/2/21,8/2/21,,,,Meghna Shorobor Resort,23.4890688,90.6569994,200,wh0mwun,Ultra High,Hotel & Resort
33142,BD,admin,8/2/21,8/2/21,,,,Dhaka Hotel,23.793223,90.4146008,200,wh0r37m,Mid,Hotel & Resort
33143,BD,admin,8/2/21,8/2/21,,,,Gojaria Resort,23.560452,90.5856859,200,wh0qj34,Mid,Hotel & Resort
33144,BD,admin,8/2/21,8/2/21,,,,Asia Hotel and Restaurant,29.8475145,-90.0589125,200,9vrcy9t,High,Hotel & Resort
33145,BD,admin,8/2/21,8/2/21,,,,Fazlul Haque complex,23.5547107,91.0632927,200,wh0y00n,Low,Hotel & Resort
33146,BD,admin,8/2/21,8/2/21,,,,Hotel Ali,31.6245842,-7.9898893,200,evd7fjj,Mid,Hotel & Resort
33147,BD,admin,8/2/21,8/2/21,,,,Hotel Gold Star Residential,36.6442252,-93.2344467,200,9yt8qqu,High,Hotel & Resort
33148,BD,admin,8/2/21,8/2/21,,,,"Best Inn Hotel, Restaurant, Convention",23.0093006,91.3953974,200,wh0fzu8,Ultra High,Hotel & Resort
33149,BD,admin,8/2/21,8/2/21,,,,Feni hotel,23.0093006,91.3953974,200,wh0fzu8,Low,Hotel & Resort
33150,BD,admin,8/2/21,8/2/21,,,,"Shonapur Agro Fisheries, Feni",23.0159969,91.4241873,200,wh14bmv,Low,Hotel & Resort
33151,BD,admin,8/2/21,8/2/21,,,,Hotel Taspiya,23.0091778,91.3960697,200,wh0fzu8,High,Hotel & Resort
33152,BD,admin,8/2/21,8/2/21,,,,Shamser Gazir Bansher Kella Resort,22.9654266,91.5713083,200,wh14eu8,Mid,Hotel & Resort
33153,BD,admin,8/2/21,8/2/21,,,,Hotel Midnight.,-35.2728983,149.1308508,200,r3dp3dc,High,Hotel & Resort
33154,BD,admin,8/2/21,8/2/21,,,,Vita World Resort,23.1461213,91.3274721,200,wh0gwjw,High,Hotel & Resort
33155,BD,admin,8/2/21,8/2/21,,,,Royal Guest House,29.9631764,-90.0607914,200,9vrfqwe,Low,Hotel & Resort
33156,BD,admin,8/2/21,8/2/21,,,,Asif Hotel,36.174626,-94.182119,200,9ymjbc6,Low,Hotel & Resort
33157,BD,admin,8/2/21,8/2/21,,,,"Girls Hostel, (Feni polytecnic)",23.0320575,91.4106716,200,wh1500g,Low,Hotel & Resort
33158,BD,admin,8/2/21,8/2/21,,,,Windmill Agro Resort,22.8379514,91.4482389,200,wh11bvw,Low,Hotel & Resort
33159,BD,admin,8/2/21,8/2/21,,,,Feni Circuit House,23.0050335,91.3795544,200,wh0fz7u,Ultra High,Hotel & Resort
33160,BD,admin,8/2/21,8/2/21,,,,Off-beat Resort Limited,23.2458953,91.3113008,200,wh0ujzf,High,Hotel & Resort
33161,BD,admin,8/2/21,8/2/21,,,,resort at feni,33.554825,-111.899636,200,9tbqvsm,Low,Hotel & Resort
33162,BD,admin,8/2/21,8/2/21,,,,Borno Resorts,43.0855134,-79.0571878,200,dpxv152,Low,Hotel & Resort
33163,BD,admin,8/2/21,8/2/21,,,,Hotel Valentino,32.1013058,-116.6205872,200,9mtnd5z,Mid,Hotel & Resort
33164,BD,admin,8/2/21,8/2/21,,,,Hotel star view,28.640561,77.2106939,200,ttnfuvz,Low,Hotel & Resort
33165,BD,admin,8/2/21,8/2/21,,,,Giri Thebar Resort,23.1186236,91.9885626,200,wh17t28,Ultra High,Hotel & Resort
33166,BD,admin,8/2/21,8/2/21,,,,Hotel Aronnyo Bilas,23.110213,91.9811979,200,wh17mp4,Mid,Hotel & Resort
33167,BD,admin,8/2/21,8/2/21,,,,Hotel Ecochari inn,23.1207117,91.9848809,200,wh17t0v,High,Hotel & Resort
33168,BD,admin,8/2/21,8/2/21,,,,"পর্যটন মোটেল,খাগড়াছড়ি",23.1036111,91.9675,200,wh17kvb,Mid,Hotel & Resort
33169,BD,admin,8/2/21,8/2/21,,,,HOTEL HILL TOUCH (হোটেল হিল টাচ্),27.3304895,88.6149157,200,tuz52rr,Mid,Hotel & Resort
33170,BD,admin,8/2/21,8/2/21,,,,Khagrachari Guest House,23.1126251,91.9808586,200,wh17mpd,High,Hotel & Resort
33171,BD,admin,8/2/21,8/2/21,,,,Khagrachari Circuit House,23.1153507,91.9799879,200,wh17t01,Ultra High,Hotel & Resort
33172,BD,admin,8/2/21,8/2/21,,,,Hotel Gairing,23.1077,91.9871722,200,wh17mnx,Mid,Hotel & Resort
33173,BD,admin,8/2/21,8/2/21,,,,Hotel Noor (Residential),38.314069,-111.388372,200,9wbccqc,Mid,Hotel & Resort
33174,BD,admin,8/2/21,8/2/21,,,,Four Star Hotel,45.8542646,-84.7585129,200,f05sz78,Mid,Hotel & Resort
33175,BD,admin,8/2/21,8/2/21,,,,Hill Queen Guest House,38.7053522,-91.447358,200,9yyupn4,Low,Hotel & Resort
33176,BD,admin,8/2/21,8/2/21,,,,Hotel Hill-top,36.1531026,-94.143209,200,9ymj9tr,High,Hotel & Resort
33177,BD,admin,8/2/21,8/2/21,,,,Hotel Hill Paradise,31.6418891,76.9448391,200,ttwsnbj,Mid,Hotel & Resort
33178,BD,admin,8/2/21,8/2/21,,,,Khagrachari Hill District Council Guest House,23.1139816,91.9932729,200,wh17mrg,Ultra High,Hotel & Resort
33179,BD,admin,8/2/21,8/2/21,,,,Chittagong Hill Tracts Development Board Rest House,23.1115794,91.9937244,200,wh17mr7,Mid,Hotel & Resort
33180,BD,admin,8/2/21,8/2/21,,,,Hotel Green Star (Residential),33.1141579,-96.8289029,200,9vghks5,Mid,Hotel & Resort
33181,BD,admin,8/2/21,8/2/21,,,,Khagrachari Poura Guest House,23.1073048,91.9821072,200,wh17mne,Mid,Hotel & Resort
33182,BD,admin,8/2/21,8/2/21,,,,GangChill Hotel (গাংচিল আবাসিক হোটেল ),23.7292063,90.424767,200,wh0qcxv,High,Hotel & Resort
33183,BD,admin,8/2/21,8/2/21,,,,খাগড়াছড়ি পৌর গেস্ট হাউজ,23.1073028,91.9821091,200,wh17mne,Mid,Hotel & Resort
33184,BD,admin,8/2/21,8/2/21,,,,Hotel Ab-E-Hayat,40.7653506,-73.9790811,200,dr5rut4,Mid,Hotel & Resort
33185,BD,admin,8/2/21,8/2/21,,,,Sonar Bangla Guest House,22.4908294,88.402194,200,tgyzgwk,High,Hotel & Resort
33186,BD,admin,8/2/21,8/2/21,,,,Hotel Rose,45.5173366,-122.6733739,200,c20fbqp,Mid,Hotel & Resort
33187,BD,admin,8/2/21,8/2/21,,,,Mahmuds Resort,21.0897025,-86.7708881,200,d5drcrr,Mid,Hotel & Resort
33188,BD,admin,8/2/21,8/2/21,,,,Hotel Nur,4.395491,113.9857272,200,w8c11b1,Low,Hotel & Resort
33189,BD,admin,8/2/21,8/2/21,,,,Lakshmipur Circuit House,22.9416811,90.8386597,200,wh0de06,Ultra High,Hotel & Resort
33190,BD,admin,8/2/21,8/2/21,,,,Rahmania Garden,9.4201633,78.3821588,200,t9xtxdu,Mid,Hotel & Resort
33191,BD,admin,8/2/21,8/2/21,,,,Mohammodia Hotel & Chinese,23.0985781,90.8609653,200,wh0e7sf,Low,Hotel & Resort
33192,BD,admin,8/2/21,8/2/21,,,,Baccu Miah Bari,41.1171432,16.8718715,200,sr7czvj,Low,Hotel & Resort
33193,BD,admin,8/2/21,8/2/21,,,,Police Super Banglo Lakshmipur,22.932624,90.834529,200,wh0d6yz,Low,Hotel & Resort
33194,BD,admin,8/2/21,8/2/21,,,,shubarnochar eko resort,22.6497588,91.0785411,200,wh0bbe3,Low,Hotel & Resort
33195,BD,admin,8/2/21,8/2/21,,,,SALEHA GARDEN,23.7792173,90.4131205,200,wh0r32u,Low,Hotel & Resort
33196,BD,admin,8/2/21,8/2/21,,,,NR Guest House International,31.8236042,-106.428043,200,9tsm41m,Mid,Hotel & Resort
33197,BD,admin,8/2/21,8/2/21,,,,Hotel sayem inn,36.1171309,-115.2085006,200,9qqj6qg,Low,Hotel & Resort
33198,BD,admin,8/2/21,8/2/21,,,,River Front Resort,38.057775,-91.219551,200,9yz0s0p,Low,Hotel & Resort
33199,BD,admin,8/2/21,8/2/21,,,,The Dhonia River View,22.7206719,90.6594281,200,wh03r00,Mid,Hotel & Resort
33200,BD,admin,8/2/21,8/2/21,,,,Hotel Park Palace,29.903979,-95.5459204,200,9vk41gc,Mid,Hotel & Resort
33201,BD,admin,8/2/21,8/2/21,,,,Raffles Inn Hotel,33.7977129,-117.9148161,200,9qh0kb9,High,Hotel & Resort
33202,BD,admin,8/2/21,8/2/21,,,,Luxury Hotel,41.8911003,-87.6252649,200,dp3wq41,High,Hotel & Resort
33203,BD,admin,8/2/21,8/2/21,,,,Hotel Rajsthan,26.9007497,75.8211013,200,tsvcj35,High,Hotel & Resort
33204,BD,admin,8/2/21,8/2/21,,,,Afsana Banglo,23.5849388,89.8006958,200,tupy5mw,Ultra High,Hotel & Resort
33205,BD,admin,8/2/21,8/2/21,,,,Hotel Jhil View,43.4769875,-73.6893254,200,drex74t,Low,Hotel & Resort
33206,BD,admin,8/2/21,8/2/21,,,,হোটেল হোয়াইট হাউস,38.8968125,-77.0322812,200,dqcjr0f,Low,Hotel & Resort
33207,BD,admin,8/2/21,8/2/21,,,,Hotel J K International,26.1221969,85.3651529,200,tusswe3,High,Hotel & Resort
33208,BD,admin,8/2/21,8/2/21,,,,Mir Edge,39.8300732,-75.8699394,200,dr449dc,Low,Hotel & Resort
33209,BD,admin,8/2/21,8/2/21,,,,Hotel 71 & Resort,46.8146409,-71.202996,200,f2m67dr,Mid,Hotel & Resort
33210,BD,admin,8/2/21,8/2/21,,,,Arunima Resort Golf Club,23.0746568,89.7139289,200,tupg32x,Mid,Hotel & Resort
33211,BD,admin,8/2/21,8/2/21,,,,Shah Marine Resort,23.7791191,90.2356337,200,wh0pm2g,High,Hotel & Resort
33212,BD,admin,8/2/21,8/2/21,,,,Insignia - Hotels & Resorts,31.9842052,-102.1557823,200,9txmgqs,Mid,Hotel & Resort
33213,BD,admin,8/2/21,8/2/21,,,,Quantum Hotel & Resort,23.8852246,90.3889552,200,wh0rbu5,High,Hotel & Resort
33214,BD,admin,8/2/21,8/2/21,,,,Palash Guest House,44.0848314,-121.3191473,200,9rcdz36,Low,Hotel & Resort
33215,BD,admin,8/2/21,8/2/21,,,,Mohila College Hostel,23.8612038,90.0054891,200,wh0p8pg,Low,Hotel & Resort
33216,BD,admin,8/2/21,8/2/21,,,,SSKMC Girls' Hostel,22.9977884,89.8185365,200,tupfgfe,Low,Hotel & Resort
33217,BD,admin,8/2/21,8/2/21,,,,Mövenpick Hotels & Resorts,40.7585862,-73.9858202,200,dr5ru7v,Low,Hotel & Resort
33218,BD,admin,8/2/21,8/2/21,,,,Chitra Resort,23.1740504,89.5154773,200,tupeufx,Mid,Hotel & Resort
33219,BD,admin,8/2/21,8/2/21,,,,Galesia Hotel & Resort ltd.,23.7948313,90.4051163,200,wh0r35w,Mid,Hotel & Resort
33220,BD,admin,8/2/21,8/2/21,,,,Hotel Resort,36.5607681,-94.8442535,200,9ykxcz8,Low,Hotel & Resort
33221,BD,admin,8/2/21,8/2/21,,,,Hotel River View,32.837146,-83.624293,200,djudc1f,Mid,Hotel & Resort
33222,BD,admin,8/2/21,8/2/21,,,,Hotel Nirala,5.2564223,-3.6096327,200,ebvmvug,Mid,Hotel & Resort
33223,BD,admin,8/2/21,8/2/21,,,,Zilla Parishad Dak Bungalow,26.5031535,88.3439726,200,tuwyf2f,Mid,Hotel & Resort
33224,BD,admin,8/2/21,8/2/21,,,,Ujan Bhati,24.4350307,90.7829567,200,wh2e1b6,High,Hotel & Resort
33225,BD,admin,8/2/21,8/2/21,,,,Hotel Anjuman (Residential),24.4338041,90.784814,200,wh2e1b5,Mid,Hotel & Resort
33226,BD,admin,8/2/21,8/2/21,,,,HOTEL SHERATON (আবাসিক),25.7828178,-80.2626099,200,dhwfttd,Mid,Hotel & Resort
33227,BD,admin,8/2/21,8/2/21,,,,Hotel Royal Palace,29.0938245,-110.9991,200,9t1jd0k,Low,Hotel & Resort
33228,BD,admin,8/2/21,8/2/21,,,,Hotel Al Mobarak,24.4343228,90.7839239,200,wh2e1b4,Mid,Hotel & Resort
33229,BD,admin,8/2/21,8/2/21,,,,Munshibari Islampara,24.4493178,90.8505097,200,wh2e56g,Low,Hotel & Resort
33230,BD,admin,8/2/21,8/2/21,,,,Aftab Hotel,23.7492501,86.7837306,200,tujxng3,Low,Hotel & Resort
33231,BD,admin,8/2/21,8/2/21,,,,Mayakunju Resort,24.3248488,90.764451,200,wh2d3kh,Low,Hotel & Resort
33232,BD,admin,8/2/21,8/2/21,,,,Greentech Resort And Convention Center,24.1308824,90.4309161,200,wh233bc,Mid,Hotel & Resort
33233,BD,admin,8/2/21,8/2/21,,,,Gramer Bari Resort,23.9099609,90.4680884,200,wh2248s,Low,Hotel & Resort
33234,BD,admin,8/2/21,8/2/21,,,,Hotel X,43.6328452,-79.4118351,200,dpz80zn,Mid,Hotel & Resort
33235,BD,admin,8/2/21,8/2/21,,,,SAHEB BARI RESORT,24.114216,90.445384,200,wh234ju,Mid,Hotel & Resort
33236,BD,admin,8/2/21,8/2/21,,,,Bhawal Resort & Spa,24.1552582,90.4506372,200,wh236m2,Ultra High,Hotel & Resort
33237,BD,admin,8/2/21,8/2/21,,,,Dream Square Resort Gazipur,24.2545198,90.3666846,200,wh23br7,Mid,Hotel & Resort
33238,BD,admin,8/2/21,8/2/21,,,,Hotel Sarbick International,23.1668737,90.2018952,200,wh05u97,Mid,Hotel & Resort
33239,BD,admin,8/2/21,8/2/21,,,,Hotel Matrivumi,23.1673324,90.1974884,200,wh05u3r,High,Hotel & Resort
33240,BD,admin,8/2/21,8/2/21,,,,Hotel Bhuiyan Inn,43.6617792,-79.3810472,200,dpz83sk,Mid,Hotel & Resort
33241,BD,admin,8/2/21,8/2/21,,,,Sumon Hotel,49.2799136,-122.9247314,200,c2b86g0,High,Hotel & Resort
33242,BD,admin,8/2/21,8/2/21,,,,Hotel Zahid,23.169454,90.2077593,200,wh05u9z,High,Hotel & Resort
33243,BD,admin,8/2/21,8/2/21,,,,Hotel Chandra,25.3136133,82.9891713,200,tue002n,Low,Hotel & Resort
33244,BD,admin,8/2/21,8/2/21,,,,সিকদার রিসোর্ট (SHIKDER RESORT),21.8155954,90.1384868,200,w5bh55k,Low,Hotel & Resort
33245,BD,admin,8/2/21,8/2/21,,,,Motel Moti,34.0089,-118.2563,200,9q5cmp0,Low,Hotel & Resort
33246,BD,admin,8/2/21,8/2/21,,,,Bashundhara Megher Chaya Resort Shibchar,23.3399181,90.1731285,200,wh0hgby,Low,Hotel & Resort
33247,BD,admin,8/2/21,8/2/21,,,,Sarbick Food Village,23.166822,90.2019123,200,wh05u97,Low,Hotel & Resort
33248,BD,admin,8/2/21,8/2/21,,,,"Rajanigandha resort, SA2, PMBP",23.3994507,90.2578743,200,wh0jjge,Ultra High,Hotel & Resort
33249,BD,admin,8/2/21,8/2/21,,,,Government Madaripur College Student Hostel (Female),23.1676816,90.2024685,200,wh05u9e,Mid,Hotel & Resort
33250,BD,admin,8/2/21,8/2/21,,,,Botanic Park,40.4697475,-106.8289787,200,9xhn1p3,Low,Hotel & Resort
33251,BD,admin,8/2/21,8/2/21,,,,"RHD Inspection Bungalow, Tekerhat Road Division, Madaripur",23.2295946,90.0198953,200,wh0h0ky,Low,Hotel & Resort
33252,BD,admin,8/2/21,8/2/21,,,,"SAHEB BARI
RESORT",24.114216,90.445384,200,wh234ju,Mid,Hotel & Resort
33253,BD,admin,8/2/21,8/2/21,,,,Raj Residential Hotel.,23.7746942,90.3662656,200,wh0r224,Low,Hotel & Resort
33254,BD,admin,8/2/21,8/2/21,,,,City Dream Hotel & Convention Hall,23.861064,90.0021417,200,wh0p8pc,High,Hotel & Resort
33255,BD,admin,8/2/21,8/2/21,,,,Boykaly Residential Hotel,23.8590038,90.0082112,200,wh0p8pm,High,Hotel & Resort
33256,BD,admin,8/2/21,8/2/21,,,,Rongdhonu Resort,23.8479191,89.9540695,200,tupzwvq,Low,Hotel & Resort
